T34,Net disbursements of official development assistance to recipients,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
876,Wallis and Futuna Islands,2005,Net official development assistance received: Multilateral (millions of US dollars),0.4000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2010,Net official development assistance received: Multilateral (millions of US dollars),4.7500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2015,Net official development assistance received: Multilateral (millions of US dollars),0.1500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2016,Net official development assistance received: Multilateral (millions of US dollars),0.2300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2017,Net official development assistance received: Multilateral (millions of US dollars),0.6400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1975,Net official development assistance received: Total (millions of US dollars),2.2400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1985,Net official development assistance received: Total (millions of US dollars),0.1800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1995,Net official development assistance received: Total (millions of US dollars),0.9500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2005,Net official development assistance received: Total (millions of US dollars),72.0300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2010,Net official development assistance received: Total (millions of US dollars),127.4400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2015,Net official development assistance received: Total (millions of US dollars),106.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2016,Net official development assistance received: Total (millions of US dollars),84.8500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2017,Net official development assistance received: Total (millions of US dollars),89.5200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,1975,Net official development assistance received: Bilateral  (millions of US dollars),211.1300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,1985,Net official development assistance received: Bilateral  (millions of US dollars),342.2100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,1995,Net official development assistance received: Bilateral  (millions of US dollars),109.2700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2005,Net official development assistance received: Bilateral  (millions of US dollars),127.3800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2010,Net official development assistance received: Bilateral  (millions of US dollars),418.4200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2015,Net official development assistance received: Bilateral  (millions of US dollars),1651.7300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2016,Net official development assistance received: Bilateral  (millions of US dollars),2089.7400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2017,Net official development assistance received: Bilateral  (millions of US dollars),2698.4700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,1975,Net official development assistance received: Multilateral (millions of US dollars),40.2500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,1985,Net official development assistance received: Multilateral (millions of US dollars),88.9400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,1995,Net official development assistance received: Multilateral (millions of US dollars),62.5200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2005,Net official development assistance received: Multilateral (millions of US dollars),168.6200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2010,Net official development assistance received: Multilateral (millions of US dollars),248.6600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2015,Net official development assistance received: Multilateral (millions of US dollars),146.2900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
887,Yemen,2016,Net official development assistance received: Multilateral (millions of US dollars),211.3700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
